emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,interest_rate,grade,dti,installment,region
3,MORTGAGE,Low,55000,8000, 60 months,debt_consolidation,High,15.58,D,12.56,192.77,leinster
10,RENT,Low,44000,3500, 36 months,other,High,13.61,C,17.81,118.96,ulster
8,RENT,Low,50000,12250, 36 months,debt_consolidation,High,14.72,C,24.46,422.98,leinster
3,MORTGAGE,Low,35004,9600, 36 months,home_improvement,Low,7.88,A,20.33,279.19,ulster
2,MORTGAGE,Medium,145000,15200, 60 months,home_improvement,High,15.58,D,19.22,164.46,leinster
0.5,RENT,Low,60000,17500, 60 months,small_business,Low,13.23,C,23.92,268.74,ulster
2,MORTGAGE,Low,40000,25000, 60 months,home_improvement,Low,11.49,B,4.95,352.36,leinster
5,MORTGAGE,Low,97000,25000, 36 months,debt_consolidation,High,16.32,D,11.72,640.98,ulster
6.05,OWN,Low,24000,5000, 36 months,other,Low,10.38,B,7.5,162.23,ulster
2,RENT,Low,69996,10000, 60 months,small_business,High,13.98,C,22.13,232.58,leinster
5,MORTGAGE,Low,74400,20000, 60 months,debt_consolidation,High,17.19,E,20.87,499.1,leinster
10,MORTGAGE,High,230004,25000, 36 months,debt_consolidation,High,15.58,D,4.58,873.76,Northern-Irl
5,MORTGAGE,Low,57000,7500, 36 months,major_purchase,Low,11.86,B,12.59,248.61,Northern-Irl
8,RENT,Low,38400,11200, 60 months,other,High,16.45,E,24.41,196.47,munster
10,MORTGAGE,Low,72000,2500, 36 months,major_purchase,Low,7.51,A,7.05,77.78,leinster
4,MORTGAGE,Low,91500,8000, 36 months,other,High,13.61,C,9.32,271.91,ulster
10,MORTGAGE,Low,62400,13200, 60 months,debt_consolidation,High,17.93,E,16.61,334.7,cannught
6.05,OWN,Low,22200,2500, 36 months,renewable_energy,Low,11.49,B,22.11,82.43,ulster
5,RENT,Low,60000,15000, 36 months,major_purchase,Low,7.88,A,1.3,336.28,Northern-Irl
3,MORTGAGE,Low,41600,16750, 60 months,home_improvement,High,15.21,D,21.32,244.39,Northern-Irl
3,RENT,Low,70000,25000, 36 months,debt_consolidation,Low,11.86,B,17.29,509.65,Northern-Irl
4,RENT,Medium,125000,11500, 36 months,debt_consolidation,Low,10.38,B,5.16,373.13,ulster
10,RENT,Low,69996,19200, 36 months,other,Low,7.88,A,2.3,380.07,cannught
4,MORTGAGE,Low,68000,18000, 60 months,small_business,Low,13.23,C,14.74,260.16,cannught
1,MORTGAGE,Low,50000,21000, 60 months,debt_consolidation,High,13.61,C,13.85,305.06,cannught
9,MORTGAGE,Low,65000,10000, 36 months,debt_consolidation,Low,7.88,A,13.64,312.82,cannught
9,MORTGAGE,Low,65004,24250, 60 months,debt_consolidation,High,16.32,D,22.13,367.33,cannught
10,MORTGAGE,Low,56004,10000, 60 months,other,Low,10.75,B,9.26,216.18,cannught
6.05,RENT,Low,32424,16750, 60 months,debt_consolidation,High,16.32,D,16.65,263.87,ulster
10,OWN,Low,48000,15000, 36 months,other,Low,11.12,B,19.98,355.84,leinster
3,RENT,Low,25200,1000, 36 months,medical,Low,10.25,B,14.71,32.39,ulster
1,MORTGAGE,Low,50004,1500, 36 months,other,Low,13.11,C,2.14,50.63,cannught
0.5,RENT,Low,45000,15000, 36 months,credit_card,Low,10.62,B,17.95,410.25,leinster
5,MORTGAGE,Low,28800,5500, 36 months,debt_consolidation,Low,12.73,C,7,184.61,Northern-Irl
4,RENT,Low,45000,9500, 60 months,medical,High,16.82,E,11.76,235.19,ulster
1,RENT,Low,15996,2000, 36 months,other,High,13.48,C,4.2,67.86,munster
7,RENT,Low,53000,9600, 36 months,wedding,Low,12.73,C,4.46,322.22,leinster
5,MORTGAGE,Low,74694,7000, 60 months,debt_consolidation,High,14.59,D,2.02,165.03,ulster
6,MORTGAGE,Low,36000,12000, 60 months,debt_consolidation,Low,7.88,A,24.6,147.1,leinster
1,RENT,Low,30000,13500, 60 months,debt_consolidation,Low,7.51,A,9.12,163.85,ulster
10,MORTGAGE,Low,56004,2000, 36 months,home_improvement,Low,7.51,A,3.06,62.23,leinster
9,MORTGAGE,Low,74000,1500, 36 months,home_improvement,Low,10.62,B,21.41,48.84,leinster
4,MORTGAGE,Low,65000,10000, 60 months,credit_card,Low,7.88,A,7.62,131.93,cannught
4,RENT,Low,82150,5000, 36 months,credit_card,Low,7.51,A,6.19,155.56,Northern-Irl
3,RENT,Low,62304,11000, 36 months,debt_consolidation,High,16.07,D,17.74,387.11,Northern-Irl
5,RENT,Low,21600,8500, 60 months,other,High,15.7,D,16.78,205.36,cannught
10,MORTGAGE,Low,70000,10000, 36 months,home_improvement,Low,9.88,B,11.88,322.11,Northern-Irl
2,RENT,Low,47700,9000, 36 months,debt_consolidation,Low,7.14,A,9.79,278.48,Northern-Irl
10,RENT,Medium,114774,24250, 60 months,debt_consolidation,High,17.19,E,7.78,406.15,Northern-Irl
3,MORTGAGE,Medium,110313,18000, 60 months,debt_consolidation,Low,10.99,B,18.6,252.7,cannught
5,RENT,Low,47500,9000, 60 months,debt_consolidation,Low,12.73,C,3.23,203.54,cannught
10,MORTGAGE,Low,73000,3000, 36 months,other,Low,11.36,B,14.75,98.73,Northern-Irl
3,RENT,Low,35000,5000, 36 months,small_business,High,15.7,D,4.25,175.05,ulster
9,MORTGAGE,Low,74000,25000, 60 months,other,Low,10.99,B,1.85,339.65,ulster
4,OWN,Low,36000,5300, 36 months,credit_card,Low,7.14,A,12.17,163.99,ulster
8,MORTGAGE,Low,83000,15000, 60 months,debt_consolidation,Low,10.62,B,1.66,216.08,leinster
7,MORTGAGE,Low,33360,2500, 36 months,major_purchase,Low,7.14,A,14.75,77.36,cannught
5,RENT,Low,51000,1800, 36 months,medical,Low,7.51,A,16.89,56,leinster
10,MORTGAGE,Low,59400,18500, 36 months,debt_consolidation,Low,12.73,C,15.62,620.94,ulster
10,MORTGAGE,Medium,120000,18000, 60 months,debt_consolidation,High,16.07,D,12,438.4,leinster
3,RENT,Low,32760,5000, 36 months,debt_consolidation,High,13.48,C,22.38,169.63,leinster
7,MORTGAGE,Low,29000,7000, 60 months,major_purchase,Low,6.76,A,3.81,137.82,munster
9,MORTGAGE,Low,70000,12000, 36 months,home_improvement,Low,11.36,B,14.57,394.92,Northern-Irl
2,MORTGAGE,Low,30000,8800, 60 months,major_purchase,Low,13.11,C,2.88,200.73,munster
6,RENT,Low,75000,10000, 60 months,debt_consolidation,High,15.33,D,17.95,239.64,cannught
4,RENT,Low,28000,7000, 36 months,credit_card,Low,10.62,B,23.19,227.92,cannught
7,MORTGAGE,Low,53590,11500, 60 months,debt_consolidation,Low,13.11,C,24.65,262.31,leinster
10,RENT,Low,85000,25000, 60 months,debt_consolidation,Low,13.11,C,14.44,346.14,Northern-Irl
7,RENT,Low,6000,1000, 60 months,educational,High,15.7,D,19.2,24.16,cannught
7,MORTGAGE,Low,70160,18250, 60 months,credit_card,High,16.07,D,21.65,318.45,leinster
8,MORTGAGE,Low,84000,6000, 36 months,vacation,Low,10.62,B,9.3,195.36,ulster
4,RENT,Low,37195,12800, 60 months,credit_card,High,16.45,E,20.65,314.34,ulster
10,MORTGAGE,Low,70000,2500, 36 months,debt_consolidation,Low,10.99,B,15.05,81.84,ulster
10,MORTGAGE,Low,90000,20000, 60 months,major_purchase,Low,11.36,B,0.52,438.45,munster
10,MORTGAGE,Medium,120000,16000, 60 months,credit_card,High,16.07,D,14.59,301.4,Northern-Irl
5,MORTGAGE,Low,44000,6000, 60 months,debt_consolidation,Low,7.51,A,17.32,120.26,munster
3,RENT,Low,65000,20000, 60 months,debt_consolidation,Low,11.36,B,10.93,278.97,ulster
1,RENT,Low,18000,3200, 60 months,debt_consolidation,High,18.67,F,18.4,82.43,munster
10,RENT,Low,40000,10000, 60 months,debt_consolidation,High,15.33,D,11.61,239.64,ulster
1,MORTGAGE,Low,24000,13400, 60 months,credit_card,Low,7.88,A,8.95,169.84,leinster
0.5,RENT,Low,48602,9500, 36 months,debt_consolidation,Low,12.73,C,19.6,318.86,ulster
10,MORTGAGE,Low,47342,10000, 60 months,debt_consolidation,Low,7.88,A,13.13,129.91,cannught
2,RENT,Low,16000,4800, 60 months,wedding,High,16.07,D,10.01,116.91,Northern-Irl
10,MORTGAGE,Low,73200,17500, 36 months,credit_card,High,13.48,C,3.31,593.7,ulster
0.5,RENT,Low,36000,6600, 60 months,credit_card,High,15.33,D,12.63,158.16,ulster
5,MORTGAGE,Low,96000,3200, 36 months,major_purchase,High,13.85,C,0.31,109.14,munster
1,MORTGAGE,Low,74000,3000, 36 months,debt_consolidation,Low,6.76,A,5.08,92.31,cannught
7,RENT,Low,49176,17500, 36 months,debt_consolidation,High,13.85,C,23.26,596.84,Northern-Irl
10,MORTGAGE,Low,86000,15000, 36 months,home_improvement,Low,10.62,B,16.77,488.39,ulster
7,OWN,Low,65004,14400, 60 months,debt_consolidation,Low,13.11,C,19.01,238.93,munster
0.5,MORTGAGE,Low,72800,2300, 36 months,credit_card,Low,10.62,B,24.66,74.89,leinster
5,MORTGAGE,Low,85000,5500, 36 months,debt_consolidation,Low,6.76,A,12.69,169.23,leinster
2,RENT,Low,30000,20500, 60 months,debt_consolidation,High,14.96,D,10.76,487.27,ulster
1,MORTGAGE,Low,61476,10000, 36 months,credit_card,High,15.33,D,21.32,348.28,ulster
5,MORTGAGE,Low,70000,6000, 60 months,medical,Low,10.99,B,19.69,130.43,cannught
3,RENT,Low,73600,24000, 60 months,other,Low,12.73,C,10.26,340.36,Northern-Irl
10,MORTGAGE,Low,51094,15000, 60 months,debt_consolidation,Low,10.62,B,13.15,323.31,cannught
3,RENT,Low,50500,10000, 36 months,credit_card,High,13.85,C,17.42,341.05,ulster
5,RENT,Low,38400,10850, 36 months,debt_consolidation,Low,10.99,B,22.91,355.17,Northern-Irl
9,RENT,Low,49200,25000, 60 months,debt_consolidation,Low,10.62,B,23.12,345.94,leinster
3,RENT,Low,35000,12000, 60 months,credit_card,Low,7.88,A,12.45,150.64,cannught
0.5,RENT,Low,48000,4800, 36 months,medical,Low,9.88,B,12.3,154.62,cannught
8,RENT,Low,74500,5000, 36 months,credit_card,Low,11.36,B,9.34,164.55,ulster
10,MORTGAGE,Medium,108000,24000, 60 months,debt_consolidation,Low,11.36,B,11.08,346.93,leinster
0.5,MORTGAGE,Medium,136000,16000, 60 months,other,High,14.96,D,9.61,380.31,leinster
5,RENT,Low,38004,15000, 36 months,debt_consolidation,Low,12.73,C,16.42,503.47,ulster
10,MORTGAGE,Low,57600,9000, 60 months,house,Low,7.88,A,12.17,116.26,leinster
10,MORTGAGE,Low,90000,6500, 60 months,debt_consolidation,Low,12.73,C,10.01,147,leinster
2,RENT,Low,80000,5000, 60 months,other,Low,10.62,B,4.83,107.77,ulster
4,MORTGAGE,Low,95000,6500, 36 months,major_purchase,Low,7.14,A,12.66,201.12,Northern-Irl
7,RENT,Low,26400,5000, 36 months,vacation,Low,13.11,C,11.86,168.74,ulster
0.5,RENT,Low,26000,1000, 60 months,moving,High,17.19,E,20.73,24.96,Northern-Irl
10,MORTGAGE,Medium,113500,25000, 60 months,debt_consolidation,High,17.19,E,10.7,623.88,munster
2,RENT,Low,31800,6400, 36 months,debt_consolidation,High,16.82,E,1.55,227.61,Northern-Irl
0.5,OWN,Low,38000,8500, 36 months,credit_card,Low,13.11,C,21.76,286.85,cannught
10,MORTGAGE,Low,69000,15000, 36 months,debt_consolidation,Low,10.62,B,10.57,488.39,Northern-Irl
2,MORTGAGE,Low,63000,8400, 36 months,debt_consolidation,Low,12.73,C,18.15,281.94,leinster
10,MORTGAGE,Low,70000,20000, 60 months,debt_consolidation,High,14.96,D,15.54,475.38,leinster
6.05,OWN,Low,4800,2000, 60 months,car,Low,10.62,B,6,43.11,ulster
10,MORTGAGE,Medium,116765,25000, 60 months,debt_consolidation,High,17.19,E,15.75,398.66,leinster
0.5,RENT,Low,35004,1200, 36 months,other,High,15.7,D,4.53,42.02,Northern-Irl
4,MORTGAGE,Low,39000,7500, 60 months,debt_consolidation,Low,6.76,A,16.58,147.67,leinster
6.05,OWN,Low,31200,9000, 60 months,car,Low,7.14,A,1.15,178.81,ulster
0.5,MORTGAGE,Low,45000,3900, 36 months,major_purchase,Low,11.36,B,19.97,128.35,munster
10,MORTGAGE,Low,67290,8400, 60 months,credit_card,Low,13.11,C,5.96,191.6,ulster
10,RENT,Low,36996,8000, 36 months,debt_consolidation,Low,7.14,A,20.86,247.53,cannught
10,MORTGAGE,Low,69996,3000, 36 months,major_purchase,Low,6.39,A,13.32,91.8,Northern-Irl
10,MORTGAGE,Low,54000,15000, 60 months,debt_consolidation,High,17.93,E,19.69,380.34,ulster
10,MORTGAGE,Medium,157000,20000, 60 months,debt_consolidation,High,15.7,D,15.94,483.18,Northern-Irl
3,RENT,Low,51000,14600, 60 months,debt_consolidation,High,16.82,E,1.74,228.38,Northern-Irl
5,RENT,Low,30504,10200, 60 months,debt_consolidation,High,17.19,E,3.23,254.54,munster
4,RENT,Low,48000,10500, 60 months,debt_consolidation,High,14.96,D,22.52,249.58,ulster
10,RENT,Low,52809,13000, 36 months,debt_consolidation,Low,10.62,B,7.45,423.27,cannught
6,MORTGAGE,Low,48000,16000, 60 months,wedding,High,15.33,D,17.25,383.42,ulster
4,OWN,Low,28500,3500, 36 months,other,High,14.59,D,6.82,120.63,leinster
10,MORTGAGE,Low,78000,9800, 36 months,debt_consolidation,Low,10.99,B,18.77,320.8,leinster
6,RENT,Low,68500,8000, 36 months,other,Low,10.62,B,12.12,260.48,Northern-Irl
7,MORTGAGE,Medium,182004,25000, 36 months,home_improvement,High,16.07,D,14.03,879.8,Northern-Irl
7,RENT,Low,60000,18000, 60 months,debt_consolidation,Low,12.73,C,7.18,265.17,Northern-Irl
4,OWN,Low,58000,6400, 36 months,vacation,High,13.48,C,8.11,217.13,ulster
3,RENT,Low,9600,2100, 36 months,other,Low,10.62,B,18.5,68.38,Northern-Irl
1,MORTGAGE,Low,54000,10000, 60 months,vacation,Low,7.14,A,22.29,150.5,munster
7,MORTGAGE,Medium,105996,3000, 36 months,other,Low,7.51,A,5.83,93.34,ulster
1,MORTGAGE,Low,80000,11000, 36 months,renewable_energy,Low,12.73,C,16.74,369.21,ulster
4,MORTGAGE,Low,70000,12000, 60 months,debt_consolidation,Low,10.99,B,21.33,191.84,munster
7,MORTGAGE,Low,26880,5000, 60 months,home_improvement,High,14.96,D,13.48,118.85,leinster
2,RENT,Low,50002,3700, 60 months,other,High,16.45,E,21.73,90.87,munster
6,RENT,Low,45996,2000, 36 months,other,Low,11.36,B,7.98,65.82,Northern-Irl
5,MORTGAGE,Low,95000,12000, 36 months,debt_consolidation,Low,13.11,C,4.38,404.97,ulster
2,MORTGAGE,Low,64000,8000, 36 months,wedding,Low,6.76,A,11.38,246.14,cannught
7,MORTGAGE,Low,82000,20000, 60 months,credit_card,High,16.45,E,15.91,491.16,ulster
8,MORTGAGE,Low,60204,7500, 60 months,debt_consolidation,Low,7.51,A,13.24,150.33,Northern-Irl
5,RENT,Low,45000,19750, 60 months,house,Low,7.88,A,23.44,247.18,Northern-Irl
7,RENT,Low,23000,8500, 60 months,debt_consolidation,High,20.53,G,12.73,227.72,Northern-Irl
0.5,MORTGAGE,Low,85000,25000, 60 months,debt_consolidation,Low,12.73,C,22.21,388.42,cannught
7,RENT,Medium,130606,20000, 36 months,debt_consolidation,High,18.3,F,22.1,726.07,Northern-Irl
1,MORTGAGE,Low,60000,10800, 60 months,other,Low,7.51,A,13.34,138.8,ulster
0.5,RENT,Low,37000,14500, 60 months,credit_card,Low,7.88,A,24.88,185.51,ulster
2,RENT,Low,24000,4000, 36 months,debt_consolidation,High,16.07,D,2,140.77,ulster
5,MORTGAGE,Low,100000,5000, 60 months,debt_consolidation,High,17.56,E,8.71,125.78,cannught
4,MORTGAGE,Low,69684,2400, 36 months,vacation,Low,9.88,B,5.31,77.31,ulster
6,OWN,Low,21300,9250, 60 months,debt_consolidation,Low,13.11,C,14.2,210.99,leinster
1,RENT,Low,23000,5000, 36 months,moving,Low,13.11,C,14.14,168.74,cannught
3,MORTGAGE,Low,100000,13000, 36 months,debt_consolidation,High,15.33,D,15.89,452.76,ulster
1,RENT,Low,44564,1000, 60 months,other,Low,7.14,A,19.01,19.87,Northern-Irl
1,RENT,Low,40000,2400, 36 months,other,Low,12.73,C,2.01,80.56,munster
2,RENT,Low,36000,9000, 60 months,debt_consolidation,High,16.45,E,18.13,221.03,munster
6,RENT,Low,39600,4500, 36 months,other,Low,10.25,B,8.64,145.74,munster
10,MORTGAGE,Low,43000,10500, 60 months,debt_consolidation,Low,7.14,A,8.73,208.61,cannught
2,RENT,Low,42708,3000, 36 months,other,High,15.33,D,1.69,104.49,Northern-Irl
1,RENT,Low,42000,12000, 36 months,debt_consolidation,Low,9.88,B,23.83,386.54,ulster
2,RENT,Low,42500,20000, 60 months,debt_consolidation,Low,10.62,B,20.67,286.67,munster
5,MORTGAGE,Low,60000,3000, 36 months,debt_consolidation,High,14.59,D,24.2,103.4,cannught
10,RENT,Low,69996,5600, 36 months,other,Low,13.11,C,4.08,188.99,Northern-Irl
4,RENT,Low,30000,6500, 36 months,credit_card,High,13.85,C,13.28,221.69,Northern-Irl
5,MORTGAGE,Low,39996,10000, 36 months,debt_consolidation,Low,7.51,A,10.29,311.11,cannught
9,RENT,Low,36300,19000, 60 months,debt_consolidation,Low,11.36,B,17.12,277.32,leinster
4,RENT,Low,99996,25000, 60 months,debt_consolidation,High,17.19,E,24.89,403.03,Northern-Irl
7,RENT,Low,50004,10000, 36 months,debt_consolidation,High,15.33,D,18.53,348.28,ulster
2,RENT,Low,48000,16000, 36 months,debt_consolidation,High,14.22,C,23.96,548.56,ulster
3,RENT,Low,55000,5000, 36 months,debt_consolidation,High,13.48,C,6.13,169.63,ulster
0.5,RENT,Low,24000,1000, 36 months,major_purchase,Low,10.99,B,15.35,32.74,Northern-Irl
3,MORTGAGE,Medium,116000,12000, 36 months,other,Low,10.25,B,0.78,388.62,cannught
6,RENT,Low,28000,1000, 36 months,major_purchase,Low,10.25,B,24.21,32.39,cannught
2,RENT,Low,20796,7500, 36 months,major_purchase,Low,7.88,A,8.48,234.61,leinster
7,MORTGAGE,Low,48000,8500, 60 months,debt_consolidation,Low,13.11,C,10.59,193.89,Northern-Irl
5,RENT,Low,38004,3600, 60 months,debt_consolidation,High,15.7,D,22.89,86.98,Northern-Irl
0.5,RENT,Low,72000,6000, 36 months,credit_card,Low,7.88,A,18.95,187.69,ulster
10,OWN,Low,55000,16000, 60 months,debt_consolidation,High,16.82,E,22.56,396.1,ulster
7,MORTGAGE,Low,18000,7200, 60 months,debt_consolidation,Low,6.76,A,21.07,141.76,cannught
3,MORTGAGE,High,3900000,25000, 60 months,home_improvement,Low,10.62,B,0.2,334.08,munster
8,OWN,Low,79800,8000, 60 months,debt_consolidation,High,17.19,E,19.1,199.64,ulster
3,MORTGAGE,Low,67000,14400, 36 months,debt_consolidation,Low,9.88,B,23.21,463.84,leinster
2,RENT,Low,33280,10000, 36 months,debt_consolidation,Low,7.51,A,9.22,311.11,Northern-Irl
10,OWN,Low,65000,7500, 60 months,credit_card,Low,7.14,A,13.24,149.01,munster
0.5,RENT,Low,43000,17500, 60 months,debt_consolidation,High,14.96,D,16.6,415.96,munster
3,RENT,Low,68004,7200, 60 months,debt_consolidation,High,14.96,D,14.84,171.14,cannught
7,RENT,Low,88000,10000, 36 months,other,Low,7.51,A,11.4,311.11,Northern-Irl
10,MORTGAGE,Low,60000,12000, 36 months,debt_consolidation,Low,10.99,B,3.3,392.81,leinster
10,MORTGAGE,Low,76000,20000, 36 months,debt_consolidation,Low,7.88,A,12.52,625.63,ulster
5,MORTGAGE,Low,85000,10400, 60 months,home_improvement,Low,7.14,A,3.16,206.63,leinster
2,RENT,Low,71500,7200, 60 months,debt_consolidation,Low,11.36,B,20.34,157.85,Northern-Irl
10,OWN,Low,93000,25000, 36 months,home_improvement,Low,12.73,C,8.83,839.11,Northern-Irl
10,MORTGAGE,Medium,128004,24250, 36 months,debt_consolidation,High,14.22,C,12.91,831.41,leinster
10,RENT,Low,50250,3500, 36 months,vacation,Low,7.14,A,2.22,108.3,leinster
5,RENT,Low,40800,4800, 36 months,credit_card,High,13.85,C,24.94,163.71,ulster
10,MORTGAGE,Low,65000,16000, 60 months,debt_consolidation,Low,7.51,A,9.3,205.94,Northern-Irl
3,RENT,Low,56952,25000, 36 months,other,Low,11.36,B,5.14,527.38,Northern-Irl
3,RENT,High,242004,25000, 60 months,debt_consolidation,High,16.45,E,10.73,613.95,ulster
3,RENT,Low,42000,3000, 36 months,major_purchase,Low,7.51,A,11.31,93.34,Northern-Irl
3,RENT,Low,39996,10000, 60 months,major_purchase,High,16.82,E,5.79,247.56,Northern-Irl
10,MORTGAGE,Medium,106839,14000, 36 months,credit_card,Low,7.88,A,3.21,292.48,Northern-Irl
10,MORTGAGE,Low,99504,7500, 60 months,debt_consolidation,Low,7.51,A,8.68,106.73,cannught
2,RENT,Low,18000,7000, 60 months,debt_consolidation,High,15.33,D,7.27,167.75,munster
7,RENT,Low,56000,10000, 36 months,debt_consolidation,Low,11.36,B,17.46,329.1,ulster
3,MORTGAGE,Medium,107000,25000, 36 months,credit_card,Low,10.99,B,17.43,818.35,ulster
3,RENT,Low,40000,25000, 36 months,debt_consolidation,Low,10.25,B,1.41,809.62,ulster
7,RENT,High,351700,10500, 36 months,moving,High,15.7,D,6.86,367.6,Northern-Irl
6,MORTGAGE,Medium,103000,8000, 60 months,credit_card,High,14.96,D,11.95,190.16,ulster
0.5,OWN,Low,18000,4750, 36 months,car,Low,7.88,A,21.6,148.59,leinster
6,MORTGAGE,Low,88000,10000, 60 months,debt_consolidation,High,14.96,D,14.86,237.69,leinster
2,RENT,Low,49200,4500, 36 months,debt_consolidation,High,16.07,D,7.08,158.37,ulster
10,MORTGAGE,Low,57000,5200, 60 months,other,Low,6.76,A,8.46,102.38,leinster
6.05,RENT,Low,21240,2000, 36 months,debt_consolidation,High,14.22,C,6.5,68.57,munster
6.05,MORTGAGE,Low,80000,25000, 36 months,home_improvement,Low,10.25,B,5.56,569.98,cannught
6,RENT,Low,37000,10750, 36 months,debt_consolidation,High,14.59,D,22.54,370.5,ulster
10,MORTGAGE,Medium,119000,25000, 36 months,debt_consolidation,Low,12.73,C,7.04,556.33,cannught
5,MORTGAGE,Low,64800,12000, 36 months,credit_card,High,15.7,D,19.44,420.11,leinster
0.5,RENT,Low,21000,2000, 36 months,other,High,14.22,C,7.83,68.57,Northern-Irl
5,MORTGAGE,Low,45000,10000, 36 months,debt_consolidation,Low,9.88,B,7.44,322.11,ulster
7,RENT,Low,24000,2800, 36 months,credit_card,Low,10.99,B,12.7,91.66,munster
2,MORTGAGE,Low,99996,15000, 36 months,debt_consolidation,High,15.33,D,8.93,522.41,cannught
1,RENT,Low,45600,2800, 60 months,credit_card,Low,13.11,C,1.13,63.87,ulster
3,RENT,Low,60000,6400, 60 months,debt_consolidation,Low,7.14,A,7.52,127.16,Northern-Irl
4,OWN,Low,31000,12000, 36 months,debt_consolidation,Low,12.73,C,16.57,402.77,leinster
10,MORTGAGE,Low,83004,5000, 36 months,other,Low,6.76,A,8.18,153.84,munster
10,MORTGAGE,Low,60000,6000, 60 months,debt_consolidation,High,15.7,D,22.96,144.96,ulster
0.5,RENT,Medium,120000,12350, 36 months,debt_consolidation,High,14.96,D,3.8,427.01,ulster
8,MORTGAGE,Low,78000,15000, 60 months,debt_consolidation,Low,7.88,A,13.68,188.04,leinster
9,MORTGAGE,Low,80000,15000, 60 months,home_improvement,Low,7.88,A,5.16,193.6,Northern-Irl
5,RENT,Low,99996,8000, 36 months,debt_consolidation,Low,7.14,A,14.22,247.53,ulster
3,OWN,Low,75000,25000, 36 months,debt_consolidation,High,13.85,C,18.83,717.04,leinster
10,MORTGAGE,Medium,135000,24000, 60 months,home_improvement,High,19.41,F,10.42,546.23,ulster
8,MORTGAGE,Low,33600,13750, 60 months,debt_consolidation,Low,13.11,C,21.36,191.03,cannught
5,RENT,Low,84996,25000, 60 months,major_purchase,Low,10.99,B,0.99,333.13,Northern-Irl
10,MORTGAGE,Low,44400,21000, 36 months,credit_card,Low,10.99,B,15.57,441.91,munster
